,0,1,2,3,4,5,6,7,8,9,10
23,1338.0,43.0,543.0,587.0,801.0,45.0,3.0,4.0,6.0,1.0,55.5
24,933.0,13.0,39.0,70.0,152.0,39.0,1.0,3.0,4.0,1.0,35.5
25,630.0,0.0,38.0,86.0,168.0,41.0,0.0,3.0,5.0,2.0,45.5
26,527.0,0.0,22.0,48.0,136.0,36.0,0.0,2.0,4.0,2.0,25.5
27,530.0,26.0,39.0,113.0,191.0,37.0,2.0,3.0,7.0,1.0,65.5
28,570.0,0.0,16.0,43.0,140.0,37.0,0.0,1.0,3.0,2.0,75.5
29,1780.0,76.0,102.0,1163.0,1307.0,53.0,3.0,5.0,9.0,1.0,75.5
30,855.0,30.0,46.0,117.0,228.0,41.0,2.0,3.0,7.0,1.0,55.5
31,843.0,153.0,185.0,185.0,379.0,47.0,2.0,4.0,4.0,1.0,65.5
32,1045.0,110.0,126.0,236.0,329.0,56.0,8.0,9.0,13.0,1.0,45.5
33,1104.0,71.0,71.0,71.0,530.0,31.0,4.0,4.0,4.0,1.0,45.5
34,3237.0,400.0,768.0,768.0,849.0,41.0,1.0,5.0,5.0,1.0,85.5
35,643.0,0.0,0.0,44.0,99.0,43.0,0.0,0.0,2.0,3.0,45.5
36,2055.0,15.0,47.0,88.0,156.0,45.0,1.0,3.0,5.0,1.0,100.0
37,968.0,15.0,15.0,46.0,107.0,33.0,1.0,1.0,2.0,1.0,65.5
38,1797.0,166.0,175.0,1253.0,1369.0,47.0,2.0,3.0,8.0,1.0,95.5
39,445.0,41.0,66.0,149.0,242.0,30.0,2.0,4.0,9.0,1.0,45.5
40,942.0,13.0,32.0,73.0,411.0,41.0,1.0,3.0,5.0,1.0,21.0
41,657.0,13.0,13.0,43.0,109.0,43.0,1.0,1.0,3.0,1.0,65.5
42,1333.0,676.0,702.0,777.0,903.0,44.0,2.0,4.0,7.0,1.0,65.5
43,792.0,76.0,144.0,184.0,292.0,54.0,3.0,8.0,11.0,1.0,25.5
44,954.0,0.0,0.0,84.0,365.0,55.0,0.0,0.0,5.0,3.0,65.5
45,562.0,87.0,112.0,129.0,170.0,37.0,3.0,5.0,6.0,1.0,35.5
46,1051.0,65.0,65.0,78.0,144.0,31.0,2.0,2.0,3.0,1.0,21.0
47,1268.0,41.0,51.0,82.0,146.0,33.0,3.0,4.0,5.0,1.0,55.5
48,504.0,13.0,39.0,52.0,124.0,36.0,1.0,3.0,4.0,1.0,55.5
49,3396.0,0.0,15.0,2015.0,2130.0,35.0,0.0,1.0,3.0,2.0,75.5
50,860.0,15.0,31.0,44.0,426.0,42.0,1.0,2.0,3.0,1.0,45.5
51,2073.0,283.0,315.0,369.0,461.0,60.0,3.0,5.0,8.0,1.0,25.5
52,605.0,17.0,26.0,26.0,109.0,40.0,1.0,2.0,2.0,1.0,35.5
53,616.0,15.0,31.0,57.0,199.0,45.0,1.0,2.0,4.0,1.0,65.5
54,884.0,61.0,74.0,110.0,202.0,57.0,2.0,3.0,6.0,1.0,45.5
55,602.0,76.0,101.0,101.0,192.0,38.0,3.0,5.0,5.0,1.0,45.5
56,1972.0,48.0,74.0,87.0,230.0,73.0,1.0,3.0,4.0,1.0,45.5
57,740.0,13.0,13.0,26.0,158.0,47.0,1.0,1.0,2.0,1.0,35.5
58,1355.0,0.0,16.0,29.0,356.0,36.0,0.0,1.0,2.0,2.0,21.0
59,622.0,30.0,52.0,82.0,182.0,41.0,2.0,4.0,6.0,1.0,95.5
60,1064.0,71.0,94.0,94.0,184.0,68.0,5.0,7.0,7.0,1.0,75.5
61,1475.0,78.0,117.0,179.0,256.0,50.0,3.0,6.0,8.0,1.0,35.5
62,4214.0,415.0,745.0,1792.0,1832.0,53.0,2.0,3.0,7.0,1.0,55.5
63,613.0,47.0,77.0,77.0,152.0,42.0,3.0,5.0,5.0,1.0,75.5
64,1163.0,28.0,28.0,90.0,298.0,53.0,2.0,2.0,4.0,1.0,35.5
65,773.0,56.0,93.0,93.0,172.0,51.0,3.0,6.0,6.0,1.0,65.5
66,1291.0,39.0,566.0,592.0,711.0,53.0,2.0,5.0,7.0,1.0,65.5
67,831.0,48.0,57.0,101.0,204.0,38.0,1.0,2.0,4.0,1.0,45.5
68,943.0,157.0,194.0,207.0,385.0,53.0,2.0,5.0,6.0,1.0,65.5
69,2531.0,791.0,810.0,857.0,1034.0,68.0,6.0,8.0,11.0,1.0,55.5
70,586.0,15.0,45.0,106.0,208.0,37.0,1.0,3.0,6.0,1.0,45.5
71,1111.0,0.0,18.0,18.0,408.0,51.0,0.0,2.0,2.0,2.0,100.0
72,584.0,61.0,61.0,61.0,118.0,38.0,2.0,2.0,2.0,1.0,35.5
73,1093.0,54.0,85.0,139.0,268.0,51.0,3.0,6.0,9.0,1.0,55.5
74,1638.0,13.0,13.0,13.0,41.0,39.0,1.0,1.0,1.0,1.0,95.5
75,1128.0,13.0,41.0,89.0,524.0,54.0,1.0,3.0,5.0,1.0,65.5
76,1109.0,428.0,451.0,499.0,642.0,49.0,3.0,5.0,7.0,1.0,25.5
77,805.0,140.0,140.0,157.0,284.0,45.0,1.0,1.0,2.0,1.0,21.0
78,2702.0,32.0,32.0,1122.0,1183.0,42.0,2.0,2.0,9.0,1.0,45.5
79,1221.0,145.0,654.0,698.0,807.0,41.0,2.0,4.0,6.0,1.0,65.5
80,844.0,39.0,102.0,174.0,233.0,53.0,3.0,7.0,10.0,1.0,35.5
81,1652.0,61.0,95.0,126.0,267.0,51.0,2.0,5.0,6.0,1.0,35.5
82,1215.0,208.0,240.0,250.0,572.0,59.0,4.0,6.0,7.0,1.0,45.5
83,969.0,61.0,70.0,101.0,307.0,37.0,2.0,3.0,4.0,1.0,25.5
84,742.0,63.0,63.0,94.0,303.0,37.0,2.0,2.0,3.0,1.0,45.5
85,675.0,13.0,29.0,77.0,177.0,45.0,1.0,2.0,4.0,1.0,45.5
86,1099.0,0.0,500.0,531.0,676.0,40.0,0.0,1.0,2.0,2.0,55.5
87,730.0,13.0,35.0,45.0,180.0,50.0,1.0,3.0,4.0,1.0,55.5
88,2104.0,17.0,450.0,511.0,660.0,61.0,1.0,9.0,12.0,1.0,35.5
89,1024.0,26.0,568.0,568.0,644.0,35.0,1.0,5.0,5.0,1.0,65.5
90,1887.0,13.0,1038.0,1248.0,1322.0,51.0,1.0,5.0,7.0,1.0,35.5
91,712.0,58.0,67.0,67.0,185.0,51.0,4.0,5.0,5.0,1.0,85.5
92,770.0,41.0,69.0,112.0,208.0,55.0,3.0,5.0,9.0,1.0,25.5
93,826.0,0.0,32.0,32.0,138.0,42.0,0.0,2.0,2.0,2.0,45.5
94,2462.0,13.0,343.0,415.0,712.0,59.0,1.0,2.0,5.0,1.0,35.5
95,1977.0,48.0,96.0,149.0,375.0,53.0,1.0,4.0,8.0,1.0,65.5
96,967.0,0.0,0.0,26.0,554.0,40.0,0.0,0.0,2.0,3.0,95.5
97,1046.0,13.0,56.0,69.0,400.0,61.0,1.0,4.0,5.0,1.0,100.0
98,719.0,78.0,78.0,95.0,213.0,47.0,3.0,3.0,4.0,1.0,25.5
99,1603.0,61.0,90.0,121.0,211.0,55.0,2.0,4.0,5.0,1.0,25.5
100,2043.0,26.0,35.0,114.0,281.0,74.0,1.0,2.0,5.0,1.0,25.5
101,1453.0,17.0,68.0,124.0,605.0,61.0,1.0,5.0,9.0,1.0,55.5
102,846.0,67.0,67.0,93.0,197.0,60.0,4.0,4.0,6.0,1.0,95.5
103,981.0,28.0,51.0,87.0,189.0,73.0,2.0,4.0,7.0,1.0,85.5
104,1875.0,63.0,402.0,439.0,471.0,42.0,2.0,4.0,7.0,1.0,35.5
105,985.0,17.0,34.0,64.0,200.0,53.0,1.0,2.0,4.0,1.0,45.5
106,2336.0,0.0,46.0,46.0,92.0,45.0,0.0,3.0,3.0,2.0,55.5
107,689.0,26.0,42.0,68.0,106.0,44.0,2.0,3.0,5.0,1.0,21.0
108,2533.0,17.0,54.0,124.0,331.0,51.0,1.0,4.0,8.0,1.0,45.5
109,1355.0,28.0,38.0,38.0,270.0,37.0,2.0,3.0,3.0,1.0,45.5
110,824.0,216.0,238.0,255.0,265.0,44.0,4.0,6.0,7.0,1.0,65.5
111,895.0,15.0,48.0,102.0,185.0,45.0,1.0,3.0,6.0,1.0,65.5
112,1637.0,15.0,41.0,130.0,325.0,39.0,1.0,3.0,7.0,1.0,35.5
113,1188.0,28.0,327.0,353.0,405.0,48.0,2.0,6.0,8.0,1.0,55.5
114,1066.0,0.0,0.0,31.0,479.0,55.0,0.0,0.0,1.0,3.0,35.5
115,891.0,17.0,33.0,250.0,325.0,48.0,1.0,2.0,4.0,1.0,55.5
116,1559.0,61.0,89.0,120.0,202.0,45.0,2.0,4.0,5.0,1.0,45.5
117,747.0,30.0,89.0,102.0,195.0,52.0,2.0,6.0,7.0,1.0,25.5
118,718.0,0.0,24.0,24.0,133.0,46.0,0.0,2.0,2.0,2.0,55.5
119,1975.0,26.0,386.0,430.0,515.0,51.0,2.0,5.0,7.0,1.0,45.5
120,1359.0,41.0,64.0,108.0,526.0,54.0,2.0,4.0,6.0,1.0,25.5
121,1357.0,166.0,175.0,253.0,618.0,50.0,3.0,4.0,8.0,1.0,35.5
122,1850.0,153.0,170.0,180.0,304.0,59.0,2.0,3.0,4.0,1.0,85.5
123,818.0,74.0,74.0,135.0,283.0,51.0,3.0,3.0,6.0,1.0,35.5
124,730.0,13.0,52.0,65.0,189.0,52.0,1.0,4.0,5.0,1.0,35.5
125,728.0,30.0,43.0,43.0,194.0,49.0,2.0,3.0,3.0,1.0,65.5
126,1742.0,0.0,19.0,50.0,317.0,46.0,0.0,2.0,3.0,2.0,25.5
127,577.0,0.0,13.0,39.0,54.0,38.0,0.0,1.0,3.0,2.0,21.0
128,2263.0,17.0,706.0,760.0,840.0,50.0,1.0,5.0,8.0,1.0,65.5
129,678.0,28.0,65.0,96.0,177.0,47.0,2.0,6.0,7.0,1.0,35.5
130,550.0,0.0,55.0,116.0,187.0,40.0,0.0,4.0,7.0,2.0,45.5
131,742.0,48.0,97.0,97.0,189.0,51.0,1.0,5.0,5.0,1.0,65.5
132,2430.0,0.0,250.0,320.0,425.0,52.0,0.0,1.0,5.0,2.0,55.5
133,2621.0,28.0,53.0,123.0,188.0,57.0,2.0,4.0,8.0,1.0,21.0
134,2453.0,413.0,413.0,461.0,759.0,52.0,2.0,2.0,4.0,1.0,95.5
135,2343.0,48.0,416.0,416.0,539.0,62.0,1.0,5.0,5.0,1.0,85.5
136,2355.0,432.0,771.0,771.0,852.0,52.0,3.0,5.0,5.0,1.0,35.5
137,728.0,30.0,63.0,107.0,210.0,52.0,2.0,4.0,6.0,1.0,95.5
138,777.0,32.0,51.0,287.0,440.0,42.0,2.0,4.0,8.0,1.0,45.5
139,845.0,58.0,83.0,127.0,304.0,54.0,3.0,5.0,7.0,1.0,65.5
140,853.0,0.0,0.0,13.0,177.0,56.0,0.0,0.0,1.0,3.0,35.5
141,2131.0,0.0,330.0,587.0,680.0,49.0,0.0,1.0,5.0,2.0,55.5
142,2148.0,73.0,73.0,1073.0,1365.0,54.0,5.0,5.0,6.0,1.0,35.5
143,460.0,15.0,54.0,54.0,117.0,33.0,1.0,4.0,4.0,1.0,45.5
144,1293.0,426.0,444.0,502.0,806.0,53.0,3.0,5.0,8.0,1.0,85.5
145,1633.0,41.0,58.0,1119.0,1154.0,42.0,2.0,3.0,7.0,1.0,25.5
146,1160.0,61.0,122.0,166.0,572.0,54.0,2.0,7.0,9.0,1.0,45.5
147,2082.0,0.0,384.0,428.0,583.0,60.0,0.0,5.0,7.0,2.0,55.5
148,496.0,15.0,32.0,81.0,129.0,35.0,1.0,2.0,6.0,1.0,45.5
149,1795.0,58.0,87.0,131.0,326.0,60.0,4.0,6.0,8.0,1.0,35.5
150,691.0,0.0,29.0,70.0,183.0,45.0,0.0,2.0,4.0,2.0,55.5
151,5079.0,650.0,694.0,2764.0,2903.0,63.0,1.0,4.0,10.0,1.0,65.5
152,492.0,26.0,26.0,70.0,145.0,35.0,2.0,2.0,4.0,1.0,21.0
153,1049.0,13.0,13.0,43.0,192.0,52.0,1.0,1.0,3.0,1.0,85.5
154,434.0,0.0,0.0,0.0,34.0,29.0,0.0,0.0,0.0,5.0,35.5
155,2006.0,96.0,105.0,149.0,260.0,55.0,2.0,3.0,5.0,1.0,35.5
156,2971.0,220.0,255.0,1340.0,1493.0,60.0,4.0,7.0,12.0,1.0,55.5
157,1749.0,26.0,39.0,52.0,122.0,29.0,1.0,2.0,3.0,1.0,35.5
158,2693.0,76.0,431.0,467.0,507.0,42.0,3.0,6.0,9.0,1.0,85.5
159,1750.0,58.0,74.0,97.0,228.0,59.0,3.0,4.0,6.0,1.0,85.5
160,1794.0,41.0,112.0,156.0,276.0,60.0,3.0,8.0,10.0,1.0,75.5
161,2143.0,188.0,198.0,1198.0,1323.0,54.0,2.0,3.0,4.0,1.0,45.5
162,1638.0,122.0,122.0,152.0,239.0,46.0,4.0,4.0,6.0,1.0,95.5
163,2033.0,17.0,543.0,1543.0,1611.0,37.0,1.0,4.0,5.0,1.0,55.5
164,1312.0,26.0,292.0,305.0,331.0,52.0,2.0,4.0,5.0,1.0,55.5
165,946.0,61.0,84.0,127.0,180.0,50.0,2.0,4.0,7.0,1.0,21.0
166,1189.0,0.0,294.0,307.0,494.0,64.0,0.0,4.0,5.0,2.0,35.5
167,969.0,224.0,275.0,275.0,484.0,61.0,7.0,11.0,11.0,1.0,45.5
168,1494.0,61.0,80.0,142.0,188.0,38.0,2.0,4.0,6.0,1.0,25.5
169,2163.0,30.0,389.0,442.0,600.0,64.0,2.0,5.0,9.0,1.0,35.5
170,1043.0,87.0,166.0,192.0,301.0,70.0,3.0,10.0,12.0,1.0,35.5
171,592.0,13.0,13.0,26.0,133.0,42.0,1.0,1.0,2.0,1.0,55.5
172,2072.0,181.0,207.0,269.0,447.0,45.0,4.0,6.0,8.0,1.0,45.5
173,1228.0,76.0,614.0,715.0,761.0,46.0,3.0,7.0,12.0,1.0,25.5
174,2074.0,0.0,368.0,473.0,528.0,62.0,0.0,4.0,9.0,2.0,45.5
175,788.0,39.0,55.0,81.0,190.0,52.0,2.0,3.0,5.0,1.0,55.5
176,1084.0,0.0,10.0,33.0,512.0,55.0,0.0,1.0,3.0,2.0,65.5
177,1978.0,69.0,456.0,456.0,537.0,53.0,5.0,10.0,10.0,1.0,25.5
178,658.0,13.0,54.0,77.0,163.0,46.0,1.0,4.0,6.0,1.0,45.5
179,908.0,45.0,61.0,274.0,312.0,51.0,3.0,4.0,6.0,1.0,45.5
180,1904.0,86.0,86.0,109.0,396.0,44.0,6.0,6.0,8.0,1.0,65.5
181,587.0,15.0,74.0,97.0,154.0,40.0,1.0,5.0,7.0,1.0,55.5
182,1445.0,49.0,97.0,141.0,305.0,50.0,3.0,7.0,9.0,1.0,45.5
183,2074.0,13.0,343.0,391.0,473.0,55.0,1.0,2.0,4.0,1.0,65.5
184,687.0,0.0,22.0,52.0,167.0,49.0,0.0,2.0,4.0,2.0,65.5
185,1110.0,17.0,46.0,90.0,506.0,41.0,1.0,3.0,5.0,1.0,95.5
186,1056.0,0.0,0.0,0.0,51.0,44.0,0.0,0.0,0.0,5.0,35.5
187,1579.0,28.0,46.0,46.0,191.0,49.0,2.0,4.0,4.0,1.0,55.5
188,698.0,41.0,50.0,50.0,177.0,46.0,3.0,4.0,4.0,1.0,45.5
189,2615.0,89.0,89.0,1125.0,1257.0,62.0,3.0,3.0,7.0,1.0,55.5
190,782.0,41.0,95.0,175.0,273.0,54.0,3.0,7.0,12.0,1.0,35.5
191,998.0,89.0,105.0,161.0,201.0,65.0,4.0,5.0,9.0,1.0,85.5
192,1145.0,13.0,52.0,65.0,195.0,45.0,1.0,4.0,5.0,1.0,45.5
193,2432.0,0.0,32.0,45.0,479.0,63.0,0.0,2.0,3.0,2.0,45.5
194,848.0,96.0,121.0,195.0,318.0,52.0,2.0,4.0,8.0,1.0,65.5
195,3081.0,15.0,31.0,1295.0,1394.0,67.0,1.0,2.0,8.0,1.0,55.5
196,2132.0,41.0,51.0,1064.0,1368.0,51.0,3.0,4.0,6.0,1.0,95.5
197,928.0,183.0,241.0,285.0,393.0,51.0,3.0,7.0,9.0,1.0,45.5
198,2183.0,26.0,55.0,86.0,203.0,46.0,2.0,4.0,5.0,1.0,65.5
199,849.0,140.0,153.0,201.0,389.0,42.0,1.0,2.0,4.0,1.0,55.5
200,798.0,0.0,68.0,94.0,259.0,51.0,0.0,5.0,7.0,2.0,65.5
201,1645.0,63.0,89.0,178.0,362.0,58.0,2.0,4.0,8.0,1.0,100.0
202,743.0,41.0,41.0,54.0,181.0,51.0,2.0,2.0,3.0,1.0,21.0
203,1993.0,0.0,25.0,38.0,190.0,51.0,0.0,2.0,3.0,2.0,65.5
204,1672.0,140.0,169.0,248.0,342.0,59.0,1.0,3.0,6.0,1.0,75.5
205,1790.0,48.0,93.0,1137.0,1278.0,51.0,1.0,5.0,8.0,1.0,45.5
206,1228.0,680.0,715.0,754.0,840.0,42.0,3.0,6.0,9.0,1.0,35.5
207,1372.0,663.0,714.0,771.0,854.0,51.0,2.0,6.0,9.0,1.0,65.5
208,3208.0,48.0,57.0,83.0,200.0,37.0,1.0,2.0,4.0,1.0,25.5
209,676.0,89.0,89.0,133.0,214.0,44.0,4.0,4.0,6.0,1.0,55.5
210,880.0,58.0,83.0,222.0,300.0,59.0,4.0,6.0,13.0,1.0,65.5
211,712.0,91.0,104.0,161.0,264.0,43.0,3.0,4.0,7.0,1.0,45.5
212,548.0,32.0,48.0,110.0,236.0,36.0,2.0,3.0,5.0,1.0,35.5
213,2356.0,13.0,31.0,1072.0,1087.0,36.0,1.0,3.0,6.0,1.0,25.5
214,2549.0,28.0,381.0,445.0,589.0,68.0,2.0,5.0,9.0,1.0,25.5
215,699.0,15.0,31.0,57.0,204.0,48.0,1.0,2.0,4.0,1.0,55.5
216,2070.0,231.0,260.0,491.0,622.0,55.0,5.0,7.0,9.0,1.0,21.0
217,889.0,45.0,76.0,76.0,165.0,45.0,3.0,5.0,5.0,1.0,85.5
218,2675.0,26.0,35.0,52.0,191.0,39.0,2.0,3.0,4.0,1.0,25.5
219,1961.0,89.0,448.0,509.0,622.0,50.0,4.0,7.0,10.0,1.0,25.5
220,912.0,0.0,16.0,64.0,339.0,50.0,0.0,1.0,3.0,2.0,100.0
221,690.0,0.0,58.0,84.0,160.0,47.0,0.0,4.0,6.0,2.0,55.5
222,634.0,89.0,106.0,132.0,180.0,43.0,4.0,5.0,7.0,1.0,65.5
223,1367.0,0.0,0.0,13.0,93.0,35.0,0.0,0.0,1.0,3.0,75.5
224,1496.0,15.0,15.0,81.0,155.0,43.0,1.0,1.0,6.0,1.0,95.5
225,979.0,113.0,126.0,188.0,304.0,58.0,3.0,4.0,6.0,1.0,25.5
226,781.0,0.0,67.0,107.0,176.0,52.0,0.0,4.0,7.0,2.0,55.5
227,3734.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,9.0,55.5
228,882.0,28.0,44.0,122.0,319.0,61.0,2.0,3.0,7.0,1.0,65.5
229,1246.0,150.0,191.0,248.0,519.0,66.0,5.0,8.0,11.0,1.0,35.5
230,1655.0,0.0,31.0,31.0,252.0,42.0,0.0,2.0,2.0,2.0,55.5
231,705.0,13.0,45.0,102.0,210.0,46.0,1.0,4.0,7.0,1.0,85.5
232,1038.0,39.0,54.0,136.0,270.0,51.0,3.0,4.0,8.0,1.0,65.5
233,845.0,48.0,87.0,157.0,339.0,57.0,1.0,4.0,8.0,1.0,25.5
234,1713.0,61.0,70.0,80.0,158.0,41.0,2.0,3.0,4.0,1.0,65.5
235,1702.0,48.0,58.0,1112.0,1289.0,47.0,1.0,2.0,6.0,1.0,35.5
236,720.0,39.0,71.0,107.0,188.0,46.0,3.0,5.0,8.0,1.0,21.0
237,1855.0,998.0,1007.0,1017.0,1101.0,65.0,6.0,7.0,8.0,1.0,65.5
238,921.0,13.0,26.0,80.0,358.0,45.0,1.0,2.0,5.0,1.0,65.5
239,570.0,0.0,0.0,36.0,142.0,38.0,0.0,0.0,3.0,3.0,65.5
240,2442.0,15.0,376.0,437.0,491.0,37.0,1.0,5.0,8.0,1.0,100.0
241,2974.0,13.0,58.0,2075.0,2190.0,58.0,1.0,4.0,7.0,1.0,25.5
242,3064.0,426.0,780.0,797.0,929.0,51.0,2.0,5.0,6.0,1.0,25.5
243,1392.0,143.0,194.0,194.0,521.0,51.0,2.0,6.0,6.0,1.0,35.5
244,530.0,52.0,52.0,78.0,119.0,35.0,4.0,4.0,6.0,1.0,65.5
245,817.0,26.0,35.0,48.0,365.0,45.0,1.0,2.0,3.0,1.0,75.5
246,1334.0,400.0,410.0,560.0,598.0,47.0,1.0,2.0,8.0,1.0,65.5
247,929.0,39.0,71.0,102.0,226.0,40.0,2.0,4.0,5.0,1.0,45.5
248,1572.0,15.0,44.0,57.0,239.0,47.0,1.0,3.0,4.0,1.0,45.5
249,1207.0,41.0,105.0,166.0,200.0,41.0,2.0,7.0,10.0,1.0,25.5
250,937.0,43.0,56.0,82.0,352.0,55.0,3.0,4.0,6.0,1.0,65.5
251,2258.0,13.0,13.0,57.0,198.0,64.0,1.0,1.0,3.0,1.0,25.5
252,657.0,58.0,89.0,89.0,201.0,46.0,4.0,7.0,7.0,1.0,65.5
253,2302.0,0.0,19.0,67.0,181.0,56.0,0.0,2.0,4.0,2.0,65.5
254,1290.0,39.0,55.0,99.0,292.0,45.0,2.0,3.0,5.0,1.0,95.5
255,661.0,15.0,95.0,174.0,199.0,50.0,1.0,7.0,13.0,1.0,55.5
256,2102.0,415.0,474.0,513.0,598.0,60.0,2.0,6.0,9.0,1.0,35.5
257,1720.0,101.0,127.0,140.0,291.0,84.0,7.0,9.0,10.0,1.0,35.5
258,755.0,153.0,162.0,175.0,297.0,46.0,2.0,3.0,4.0,1.0,45.5
259,563.0,30.0,58.0,89.0,190.0,34.0,2.0,4.0,5.0,1.0,55.5
260,439.0,0.0,41.0,41.0,92.0,31.0,0.0,3.0,3.0,2.0,25.5
261,2320.0,0.0,415.0,658.0,955.0,55.0,0.0,8.0,12.0,2.0,55.5
262,2784.0,0.0,516.0,539.0,703.0,53.0,0.0,2.0,4.0,2.0,35.5
263,514.0,0.0,10.0,36.0,97.0,36.0,0.0,1.0,3.0,2.0,35.5
264,2049.0,28.0,41.0,54.0,134.0,59.0,2.0,3.0,4.0,1.0,55.5
265,859.0,0.0,66.0,114.0,243.0,59.0,0.0,5.0,7.0,2.0,95.5
266,1470.0,63.0,88.0,149.0,234.0,61.0,2.0,4.0,7.0,1.0,55.5
267,2759.0,61.0,90.0,129.0,233.0,58.0,2.0,4.0,7.0,1.0,55.5
268,1530.0,41.0,41.0,67.0,162.0,45.0,3.0,3.0,5.0,1.0,35.5
269,1021.0,26.0,60.0,117.0,228.0,54.0,1.0,4.0,7.0,1.0,25.5
270,1339.0,58.0,89.0,138.0,242.0,58.0,4.0,7.0,11.0,1.0,95.5
271,1755.0,0.0,54.0,67.0,178.0,56.0,0.0,4.0,5.0,2.0,85.5
272,886.0,181.0,239.0,269.0,413.0,52.0,4.0,9.0,11.0,1.0,35.5
273,1791.0,170.0,198.0,252.0,346.0,64.0,3.0,6.0,9.0,1.0,75.5
274,2089.0,413.0,413.0,1413.0,1605.0,48.0,2.0,2.0,3.0,1.0,35.5
275,658.0,26.0,45.0,92.0,248.0,42.0,1.0,3.0,6.0,1.0,85.5
276,705.0,43.0,56.0,56.0,151.0,47.0,3.0,4.0,4.0,1.0,45.5
277,653.0,0.0,26.0,56.0,141.0,46.0,0.0,2.0,4.0,2.0,35.5
278,2570.0,650.0,684.0,728.0,1073.0,58.0,1.0,3.0,5.0,1.0,85.5
279,719.0,15.0,24.0,50.0,166.0,49.0,1.0,2.0,4.0,1.0,55.5
280,821.0,39.0,70.0,117.0,303.0,55.0,2.0,4.0,7.0,1.0,65.5
281,1540.0,32.0,79.0,96.0,162.0,59.0,2.0,5.0,6.0,1.0,35.5
282,701.0,28.0,84.0,97.0,220.0,49.0,2.0,6.0,7.0,1.0,95.5
283,1499.0,13.0,42.0,78.0,495.0,60.0,1.0,3.0,6.0,1.0,65.5
284,855.0,153.0,192.0,223.0,321.0,50.0,2.0,5.0,6.0,1.0,95.5
285,1392.0,26.0,49.0,119.0,187.0,54.0,2.0,4.0,8.0,1.0,21.0
286,604.0,0.0,0.0,39.0,136.0,40.0,0.0,0.0,3.0,3.0,65.5
287,1139.0,28.0,46.0,59.0,132.0,49.0,2.0,4.0,5.0,1.0,35.5
288,988.0,26.0,90.0,120.0,218.0,68.0,2.0,7.0,9.0,1.0,45.5
289,715.0,13.0,29.0,68.0,120.0,47.0,1.0,2.0,5.0,1.0,35.5
290,1221.0,13.0,26.0,56.0,476.0,64.0,1.0,2.0,4.0,1.0,55.5
291,2752.0,13.0,26.0,2052.0,2137.0,52.0,1.0,2.0,6.0,1.0,65.5
292,724.0,43.0,82.0,152.0,203.0,49.0,3.0,6.0,10.0,1.0,45.5
293,1073.0,13.0,35.0,66.0,158.0,40.0,1.0,3.0,4.0,1.0,85.5
294,1184.0,0.0,22.0,66.0,460.0,39.0,0.0,2.0,4.0,2.0,65.5
295,942.0,13.0,13.0,243.0,375.0,52.0,1.0,1.0,4.0,1.0,75.5
296,2023.0,13.0,41.0,71.0,197.0,62.0,1.0,3.0,5.0,1.0,45.5
297,1431.0,400.0,416.0,442.0,506.0,60.0,1.0,2.0,4.0,1.0,95.5
